"","X","X.2","X.1","participant.perception","participant.id","participant.code","participant.created_at","updated_at","participant.experiment_type.to_s.downcase","participant.training_group","experiment_phase","display_order","paradigm.consonant","paradigm.vowel","paradigm.stress","paradigm.human_singular","singular_play_count","paradigm.human_plural","plural_play_count","plural_response","both_responses","participant.year_born","participant.language_background","participant.comments","participant.other_languages","participant.native","participant.gender","pl.exists","shape","vowel","group","IPA","responseV","mapping","success","response2","responseMatch","responseShapeMatch","success2"
"2177",2177,2591,5789,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:36:58 UTC","fixed","iamb","learning",15,NA,"e","iamb","pl-zek",1,"pl-zok",1,"pl-zok","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","e","iamb","pləzek","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"2178",2178,2592,5790,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:37:09 UTC","fixed","iamb","learning",16,NA,"e","iamb","sk-net",1,"sk-not",1,"sk-not","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","e","iamb","skənet","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"2179",2179,2593,5791,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:37:19 UTC","fixed","iamb","testing",17,NA,"e","iamb","m-pek",1,"m-pok",0,"m-pok","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","e","iamb","məpek","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"2180",2180,2594,5792,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:37:27 UTC","fixed","iamb","testing",18,NA,"e","trochee","kresh-k",1,"krosh-k",0,"kresh-kni","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"trochee","e","iamb","kreshək","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"2181",2181,2595,5793,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:37:36 UTC","fixed","iamb","testing",19,NA,"e","trochee","brez-l",1,"broz-l",0,"brez-lni","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"trochee","e","iamb","brezəl","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"2182",2182,2596,5794,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:37:43 UTC","fixed","iamb","testing",20,NA,"e","iamb","sk-net",1,"sk-not",0,"sk-not","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","e","iamb","skənet","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"2183",2183,2597,5795,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:37:51 UTC","fixed","iamb","testing",21,NA,"a","trochee","drag-t",1,"drag-tni",0,"drag-tni","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"trochee","a","iamb","dragət","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"2184",2184,2598,5796,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:38:01 UTC","fixed","iamb","testing",22,NA,"a","trochee","gast-sh",1,"gast-shni",0,"gast-shni","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"trochee","a","iamb","gastəsh","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"2185",2185,2599,5797,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:38:09 UTC","fixed","iamb","testing",23,NA,"a","iamb","t-kash",1,"t-kashni",0,"t-kashni","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","a","iamb","təkash","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"2186",2186,2600,5798,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:38:15 UTC","fixed","iamb","testing",24,NA,"e","iamb","st-fet",1,"st-fot",0,"st-fot","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","e","iamb","stəfet","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"2187",2187,2601,5799,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:38:21 UTC","fixed","iamb","testing",25,NA,"u","iamb","p-dul",1,"p-dil",0,"p-dil","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","u","iamb","pədul","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"2188",2188,2602,5800,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:38:29 UTC","fixed","iamb","testing",26,NA,"e","trochee","zedr-m",1,"zodr-m",0,"zedr-mni","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"trochee","e","iamb","zedrəm","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"2189",2189,2603,5801,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:38:45 UTC","fixed","iamb","testing",27,NA,"a","iamb","shr-dad",1,"shr-dadni",0,"shr-ded","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","a","iamb","shrədad","e","ae",FALSE,"-e","iamb",TRUE,FALSE
"2190",2190,2604,5802,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:38:53 UTC","fixed","iamb","testing",28,NA,"u","iamb","b-chuk",1,"b-chik",0,"b-chukni","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","u","iamb","bəchuk","u","uu",FALSE,"-u","iamb",TRUE,FALSE
"2191",2191,2605,5803,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:39:00 UTC","fixed","iamb","testing",29,NA,"u","trochee","shund-f",1,"shind-f",0,"shund-fni","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"trochee","u","iamb","shundəf","u","uu",FALSE,"u-","trochee",TRUE,FALSE
"2192",2192,2606,5804,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:39:07 UTC","fixed","iamb","testing",30,NA,"e","iamb","tr-mel",1,"tr-mol",0,"tr-mol","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","e","iamb","trəmel","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"2193",2193,2607,5805,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:39:21 UTC","fixed","iamb","testing",31,NA,"u","iamb","t-shuf",1,"t-shif",0,"t-shif","false",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","u","iamb","təshuf","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"2194",2194,2608,5806,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:39:28 UTC","fixed","iamb","testing",32,NA,"a","trochee","mand-k",1,"mand-kni",0,"mond-kni","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"trochee","a","iamb","mandək","o","ao",FALSE,"o-","trochee",TRUE,FALSE
"2195",2195,2609,5807,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:39:37 UTC","fixed","iamb","testing",33,NA,"u","trochee","zum-p",1,"zim-p",0,"zum-pni","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"trochee","u","iamb","zuməp","u","uu",FALSE,"u-","trochee",TRUE,FALSE
"2196",2196,2610,5808,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:39:45 UTC","fixed","iamb","testing",34,NA,"a","iamb","pr-nash",1,"pr-nashni",0,"pr-nashni","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","a","iamb","prənash","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"2197",2197,2611,5809,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:39:58 UTC","fixed","iamb","testing",35,NA,"e","trochee","fren-p",1,"fron-p",0,"fren-pni","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"trochee","e","iamb","frenəp","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"2198",2198,2612,5810,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:40:11 UTC","fixed","iamb","testing",36,NA,"a","iamb","kr-nach",2,"kr-nachni",0,"kre-nachni","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","a","iamb","krənach","","a",FALSE,"","",FALSE,FALSE
"2199",2199,2613,5811,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:40:35 UTC","fixed","iamb","testing",37,NA,"u","iamb","g-sut",2,"g-sit",0,"ge-sit","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","u","iamb","gəsut","","u",FALSE,"","",FALSE,FALSE
"2200",2200,2614,5812,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:40:57 UTC","fixed","iamb","testing",38,NA,"e","iamb","k-shel",1,"k-shol",0,"ka-shol","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","e","iamb","kəshel","","e",FALSE,"","",FALSE,FALSE
"2201",2201,2615,5813,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:41:09 UTC","fixed","iamb","testing",39,NA,"a","trochee","taz-p",1,"taz-pni",0,"taz-pni","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"trochee","a","iamb","tazəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"2202",2202,2616,5814,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:41:23 UTC","fixed","iamb","testing",40,NA,"u","trochee","prus-m",2,"pris-m",0,"pru-simni","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"trochee","u","iamb","prusəm","","u",FALSE,"","",FALSE,FALSE
"2203",2203,2617,5815,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:41:32 UTC","fixed","iamb","testing",41,NA,"e","trochee","sheb-f",2,"shob-f",0,"sha-bifni","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"trochee","e","iamb","shebəf","","e",FALSE,"","",FALSE,FALSE
"2204",2204,2618,5816,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:41:46 UTC","fixed","iamb","testing",42,NA,"u","trochee","sutr-f",2,"sitr-f",0,"shut-rifni","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"trochee","u","iamb","sutrəf","","u",FALSE,"","",FALSE,FALSE
"2205",2205,2619,5817,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:41:54 UTC","fixed","iamb","testing",43,NA,"u","trochee","bul-k",1,"bil-k",0,"bul-ikni","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"trochee","u","iamb","bulək","","u",FALSE,"","",FALSE,FALSE
"2206",2206,2620,5818,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:42:03 UTC","fixed","iamb","testing",44,NA,"u","iamb","k-nul",1,"k-nil",0,"k-nil","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","u","iamb","kənul","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"2207",2207,2621,5819,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:42:12 UTC","fixed","iamb","testing",45,NA,"a","trochee","plak-t",1,"plak-tni",0,"pla-kot","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"trochee","a","iamb","plakət","","a",FALSE,"","",FALSE,FALSE
"2208",2208,2622,5820,"larbid'i",764,"HXV763","2011-03-29 19:34:00 UTC","2011-03-29 19:42:20 UTC","fixed","iamb","testing",46,NA,"a","iamb","r-zal",1,"r-zalni",0,"riz-zalni","true",1986,"Philadelphia","What were the mechanics of the pluralizations? I guessed that consonants got -nil and that e->o and u->i; but what were the other rules?","None.","true","Female",TRUE,"iamb","a","iamb","rəzal","","a",FALSE,"","",FALSE,FALSE
"2209",2209,2623,5821,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:24:50 UTC","fixed","trochee","learning",1,NA,"e","trochee","kref-m",1,"krof-m",1,"","false",1992,"U.s","no","Some Spanish","true","Female",FALSE,"trochee","e","trochee","krefəm","","e",FALSE,"","",FALSE,FALSE
"2210",2210,2624,5822,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:24:54 UTC","fixed","trochee","learning",2,NA,"a","trochee","fas-m",1,"fas-mni",1,"","false",1992,"U.s","no","Some Spanish","true","Female",FALSE,"trochee","a","trochee","fasəm","","a",FALSE,"","",FALSE,FALSE
"2211",2211,2625,5823,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:24:58 UTC","fixed","trochee","learning",3,NA,"u","trochee","shund-f",1,"shind-f",1,"","false",1992,"U.s","no","Some Spanish","true","Female",FALSE,"trochee","u","trochee","shundəf","","u",FALSE,"","",FALSE,FALSE
"2212",2212,2626,5824,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:25:03 UTC","fixed","trochee","learning",4,NA,"a","iamb","m-fat",1,"m-fatni",1,"","false",1992,"U.s","no","Some Spanish","true","Female",FALSE,"iamb","a","trochee","məfat","","a",FALSE,"","",FALSE,FALSE
"2213",2213,2627,5825,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:25:06 UTC","fixed","trochee","learning",5,NA,"u","trochee","sum-l",1,"sim-l",1,"","false",1992,"U.s","no","Some Spanish","true","Female",FALSE,"trochee","u","trochee","suməl","","u",FALSE,"","",FALSE,FALSE
"2214",2214,2628,5826,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:25:10 UTC","fixed","trochee","learning",6,NA,"u","trochee","lup-t",1,"lip-t",1,"","false",1992,"U.s","no","Some Spanish","true","Female",FALSE,"trochee","u","trochee","lupət","","u",FALSE,"","",FALSE,FALSE
"2215",2215,2629,5827,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:25:13 UTC","fixed","trochee","learning",7,NA,"e","trochee","lef-p",1,"lof-p",1,"","false",1992,"U.s","no","Some Spanish","true","Female",FALSE,"trochee","e","trochee","lefəp","","e",FALSE,"","",FALSE,FALSE
"2216",2216,2630,5828,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:25:17 UTC","fixed","trochee","learning",8,NA,"e","trochee","desh-f",1,"dosh-f",1,"","false",1992,"U.s","no","Some Spanish","true","Female",FALSE,"trochee","e","trochee","deshəf","","e",FALSE,"","",FALSE,FALSE
"2217",2217,2631,5829,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:25:41 UTC","fixed","trochee","learning",9,NA,"a","trochee","chak-p",1,"chak-pni",2,"chak-pni","true",1992,"U.s","no","Some Spanish","true","Female",TRUE,"trochee","a","trochee","chakəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"2218",2218,2632,5830,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:25:54 UTC","fixed","trochee","learning",10,NA,"a","iamb","f-dral",1,"f-dralni",2,"f-dralmi","true",1992,"U.s","no","Some Spanish","true","Female",TRUE,"iamb","a","trochee","fədral","","a",FALSE,"","",FALSE,FALSE
"2219",2219,2633,5831,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:26:05 UTC","fixed","trochee","learning",11,NA,"a","iamb","g-mat",1,"g-matni",1,"g-matni","true",1992,"U.s","no","Some Spanish","true","Female",TRUE,"iamb","a","trochee","gəmat","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"2220",2220,2634,5832,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:26:14 UTC","fixed","trochee","learning",12,NA,"a","trochee","mand-k",1,"mand-kni",1,"mand-kni","true",1992,"U.s","no","Some Spanish","true","Female",TRUE,"trochee","a","trochee","mandək","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"2221",2221,2635,5833,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:26:23 UTC","fixed","trochee","learning",13,NA,"u","trochee","zum-p",1,"zim-p",1,"zim-p","true",1992,"U.s","no","Some Spanish","true","Female",TRUE,"trochee","u","trochee","zuməp","i","ui",TRUE,"i-","trochee",TRUE,TRUE
"2222",2222,2636,5834,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:26:31 UTC","fixed","trochee","learning",14,NA,"e","trochee","prek-t",1,"prok-t",1,"prok-t","true",1992,"U.s","no","Some Spanish","true","Female",TRUE,"trochee","e","trochee","prekət","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"2223",2223,2637,5835,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:26:38 UTC","fixed","trochee","learning",15,NA,"u","trochee","must-p",1,"mist-p",1,"mist-p","true",1992,"U.s","no","Some Spanish","true","Female",TRUE,"trochee","u","trochee","mustəp","i","ui",TRUE,"i-","trochee",TRUE,TRUE
"2224",2224,2638,5836,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:26:48 UTC","fixed","trochee","learning",16,NA,"e","trochee","chedr-l",1,"chodr-l",1,"chodr-l","true",1992,"U.s","no","Some Spanish","true","Female",TRUE,"trochee","e","trochee","chedrəl","o","eo",TRUE,"o-","trochee",TRUE,TRUE
"2225",2225,2639,5837,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:26:59 UTC","fixed","trochee","testing",17,NA,"e","iamb","b-ndef",1,"b-ndof",0,"b-ndif","false",1992,"U.s","no","Some Spanish","true","Female",TRUE,"iamb","e","trochee","bəndef","i","ei",FALSE,"-i","iamb",TRUE,FALSE
"2226",2226,2640,5838,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:27:06 UTC","fixed","trochee","testing",18,NA,"u","iamb","p-dul",1,"p-dil",0,"p-dil","false",1992,"U.s","no","Some Spanish","true","Female",TRUE,"iamb","u","trochee","pədul","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"2227",2227,2641,5839,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:27:13 UTC","fixed","trochee","testing",19,NA,"u","trochee","kush-t",1,"kish-t",0,"kish-t","false",1992,"U.s","no","Some Spanish","true","Female",TRUE,"trochee","u","trochee","kushət","i","ui",TRUE,"i-","trochee",TRUE,TRUE
"2228",2228,2642,5840,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:27:18 UTC","fixed","trochee","testing",20,NA,"e","trochee","prek-t",1,"prok-t",0,"prik-t","false",1992,"U.s","no","Some Spanish","true","Female",TRUE,"trochee","e","trochee","prekət","i","ei",FALSE,"i-","trochee",TRUE,FALSE
"2229",2229,2643,5841,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:27:26 UTC","fixed","trochee","testing",21,NA,"a","trochee","zant-m",1,"zant-mni",0,"zint-m","false",1992,"U.s","no","Some Spanish","true","Female",TRUE,"trochee","a","trochee","zantəm","i","ai",FALSE,"i-","trochee",TRUE,FALSE
"2230",2230,2644,5842,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:27:32 UTC","fixed","trochee","testing",22,NA,"e","trochee","sef-k",1,"sof-k",0,"sif-k","false",1992,"U.s","no","Some Spanish","true","Female",TRUE,"trochee","e","trochee","sefək","i","ei",FALSE,"i-","trochee",TRUE,FALSE
"2231",2231,2645,5843,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:27:37 UTC","fixed","trochee","testing",23,NA,"e","iamb","n-dep",1,"n-dop",0,"n-dip","false",1992,"U.s","no","Some Spanish","true","Female",TRUE,"iamb","e","trochee","nədep","i","ei",FALSE,"-i","iamb",TRUE,FALSE
"2232",2232,2646,5844,"larvid",765,"POJ764","2011-03-29 21:24:40 UTC","2011-03-29 21:27:42 UTC","fixed","trochee","testing",24,NA,"a","iamb","f-dral",1,"f-dralni",0,"f-dril","false",1992,"U.s","no","Some Spanish","true","Female",TRUE,"iamb","a","trochee","fədral","i","ai",FALSE,"-i","iamb",TRUE,FALSE
