"","X","X.2","X.1","participant.perception","participant.id","participant.code","participant.created_at","updated_at","participant.experiment_type.to_s.downcase","participant.training_group","experiment_phase","display_order","paradigm.consonant","paradigm.vowel","paradigm.stress","paradigm.human_singular","singular_play_count","paradigm.human_plural","plural_play_count","plural_response","both_responses","participant.year_born","participant.language_background","participant.comments","participant.other_languages","participant.native","participant.gender","pl.exists","shape","vowel","group","IPA","responseV","mapping","success","response2","responseMatch","responseShapeMatch","success2"
"3529",3529,3989,7233,"larved",823,"ZSF822","2011-03-30 08:20:44 UTC","2011-03-30 08:30:28 UTC","fixed","trochee","testing",33,NA,"u","iamb","kl-put",3,"kl-pit",0,"fi-poot","true",1992,"eastern United States","","none","true","Female",TRUE,"iamb","u","trochee","kləput","","u",FALSE,"","",FALSE,FALSE
"3530",3530,3990,7234,"larved",823,"ZSF822","2011-03-30 08:20:44 UTC","2011-03-30 08:30:37 UTC","fixed","trochee","testing",34,NA,"a","iamb","l-taf",1,"l-tafni",0,"la-tif","true",1992,"eastern United States","","none","true","Female",TRUE,"iamb","a","trochee","lətaf","","a",FALSE,"","",FALSE,FALSE
"3531",3531,3991,7235,"larved",823,"ZSF822","2011-03-30 08:20:44 UTC","2011-03-30 08:30:49 UTC","fixed","trochee","testing",35,NA,"e","trochee","chedr-l",2,"chodr-l",0,"cha-bra","true",1992,"eastern United States","","none","true","Female",TRUE,"trochee","e","trochee","chedrəl","","e",FALSE,"","",FALSE,FALSE
"3532",3532,3992,7236,"larved",823,"ZSF822","2011-03-30 08:20:44 UTC","2011-03-30 08:31:01 UTC","fixed","trochee","testing",36,NA,"e","trochee","kef-t",1,"kof-t",0,"ca-fit","true",1992,"eastern United States","","none","true","Female",TRUE,"trochee","e","trochee","kefət","","e",FALSE,"","",FALSE,FALSE
"3533",3533,3993,7237,"larved",823,"ZSF822","2011-03-30 08:20:44 UTC","2011-03-30 08:31:15 UTC","fixed","trochee","testing",37,NA,"a","trochee","gast-sh",1,"gast-shni",0,"gos-dishni","true",1992,"eastern United States","","none","true","Female",TRUE,"trochee","a","trochee","gastəsh","","a",FALSE,"","",FALSE,FALSE
"3534",3534,3994,7238,"larved",823,"ZSF822","2011-03-30 08:20:44 UTC","2011-03-30 08:31:39 UTC","fixed","trochee","testing",38,NA,"u","trochee","lup-t",1,"lip-t",0,"lup-itni","true",1992,"eastern United States","","none","true","Female",TRUE,"trochee","u","trochee","lupət","","u",FALSE,"","",FALSE,FALSE
"3535",3535,3995,7239,"larved",823,"ZSF822","2011-03-30 08:20:44 UTC","2011-03-30 08:31:52 UTC","fixed","trochee","testing",39,NA,"a","trochee","stam-ch",1,"stam-chni",0,"sta-michni","true",1992,"eastern United States","","none","true","Female",TRUE,"trochee","a","trochee","staməch","","a",FALSE,"","",FALSE,FALSE
"3536",3536,3996,7240,"larved",823,"ZSF822","2011-03-30 08:20:44 UTC","2011-03-30 08:32:06 UTC","fixed","trochee","testing",40,NA,"e","iamb","st-fet",1,"st-fot",0,"sta-fatni","true",1992,"eastern United States","","none","true","Female",TRUE,"iamb","e","trochee","stəfet","","e",FALSE,"","",FALSE,FALSE
"3537",3537,3997,7241,"larved",823,"ZSF822","2011-03-30 08:20:44 UTC","2011-03-30 08:32:26 UTC","fixed","trochee","testing",41,NA,"u","iamb","s-fup",3,"s-fip",0,"sa-fi","true",1992,"eastern United States","","none","true","Female",TRUE,"iamb","u","trochee","səfup","","u",FALSE,"","",FALSE,FALSE
"3538",3538,3998,7242,"larved",823,"ZSF822","2011-03-30 08:20:44 UTC","2011-03-30 08:32:39 UTC","fixed","trochee","testing",42,NA,"e","iamb","tr-mel",1,"tr-mol",0,"tri-mal","true",1992,"eastern United States","","none","true","Female",TRUE,"iamb","e","trochee","trəmel","","e",FALSE,"","",FALSE,FALSE
"3539",3539,3999,7243,"larved",823,"ZSF822","2011-03-30 08:20:44 UTC","2011-03-30 08:32:54 UTC","fixed","trochee","testing",43,NA,"a","iamb","ch-pak",1,"ch-pakni",0,"ch-pacni","true",1992,"eastern United States","","none","true","Female",TRUE,"iamb","a","trochee","chəpak","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"3540",3540,4000,7244,"larved",823,"ZSF822","2011-03-30 08:20:44 UTC","2011-03-30 08:33:09 UTC","fixed","trochee","testing",44,NA,"u","trochee","prus-m",2,"pris-m",0,"pri-sin","true",1992,"eastern United States","","none","true","Female",TRUE,"trochee","u","trochee","prusəm","","u",FALSE,"","",FALSE,FALSE
"3541",3541,4001,7245,"larved",823,"ZSF822","2011-03-30 08:20:44 UTC","2011-03-30 08:33:30 UTC","fixed","trochee","testing",45,NA,"e","iamb","sm-ref",2,"sm-rof",0,"sma-rafni","true",1992,"eastern United States","","none","true","Female",TRUE,"iamb","e","trochee","sməref","","e",FALSE,"","",FALSE,FALSE
"3542",3542,4002,7246,"larved",823,"ZSF822","2011-03-30 08:20:44 UTC","2011-03-30 08:33:41 UTC","fixed","trochee","testing",46,NA,"u","trochee","fun-l",1,"fin-l",0,"fin-el","true",1992,"eastern United States","","none","true","Female",TRUE,"trochee","u","trochee","funəl","","u",FALSE,"","",FALSE,FALSE
"3543",3543,4003,7247,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:11:55 UTC","fixed","iamb","learning",1,NA,"a","trochee","parn-k",1,"parn-kni",1,"","false",1987,"california","","","true","Female",FALSE,"trochee","a","iamb","parnək","","a",FALSE,"","",FALSE,FALSE
"3544",3544,4004,7248,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:12:01 UTC","fixed","iamb","learning",2,NA,"e","iamb","tr-mel",1,"tr-mol",1,"","false",1987,"california","","","true","Female",FALSE,"iamb","e","iamb","trəmel","","e",FALSE,"","",FALSE,FALSE
"3545",3545,4005,7249,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:12:06 UTC","fixed","iamb","learning",3,NA,"e","iamb","pl-zek",1,"pl-zok",1,"","false",1987,"california","","","true","Female",FALSE,"iamb","e","iamb","pləzek","","e",FALSE,"","",FALSE,FALSE
"3546",3546,4006,7250,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:12:10 UTC","fixed","iamb","learning",4,NA,"u","iamb","pl-sum",1,"pl-sim",1,"","false",1987,"california","","","true","Female",FALSE,"iamb","u","iamb","pləsum","","u",FALSE,"","",FALSE,FALSE
"3547",3547,4007,7251,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:12:14 UTC","fixed","iamb","learning",5,NA,"a","iamb","s-bad",1,"s-badni",1,"","false",1987,"california","","","true","Female",FALSE,"iamb","a","iamb","səbad","","a",FALSE,"","",FALSE,FALSE
"3548",3548,4008,7252,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:12:18 UTC","fixed","iamb","learning",6,NA,"e","iamb","m-pek",1,"m-pok",1,"","false",1987,"california","","","true","Female",FALSE,"iamb","e","iamb","məpek","","e",FALSE,"","",FALSE,FALSE
"3549",3549,4009,7253,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:12:21 UTC","fixed","iamb","learning",7,NA,"u","iamb","g-sut",1,"g-sit",1,"","false",1987,"california","","","true","Female",FALSE,"iamb","u","iamb","gəsut","","u",FALSE,"","",FALSE,FALSE
"3550",3550,4010,7254,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:12:26 UTC","fixed","iamb","learning",8,NA,"a","trochee","zant-m",1,"zant-mni",1,"","false",1987,"california","","","true","Female",FALSE,"trochee","a","iamb","zantəm","","a",FALSE,"","",FALSE,FALSE
"3551",3551,4011,7255,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:12:45 UTC","fixed","iamb","learning",9,NA,"u","iamb","kl-put",1,"kl-pit",2,"kl-pit","true",1987,"california","","","true","Female",TRUE,"iamb","u","iamb","kləput","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"3552",3552,4012,7256,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:13:06 UTC","fixed","iamb","learning",10,NA,"a","trochee","skak-l",1,"skak-lni",2,"skakl-ni","true",1987,"california","","","true","Female",TRUE,"trochee","a","iamb","skakəl","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"3553",3553,4013,7257,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:13:24 UTC","fixed","iamb","learning",11,NA,"u","iamb","dr-tup",1,"dr-tip",1,"dr-tip","true",1987,"california","","","true","Female",TRUE,"iamb","u","iamb","drətup","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"3554",3554,4014,7258,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:13:39 UTC","fixed","iamb","learning",12,NA,"a","iamb","pr-nash",1,"pr-nashni",1,"pr-nashni","true",1987,"california","","","true","Female",TRUE,"iamb","a","iamb","prənash","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"3555",3555,4015,7259,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:13:50 UTC","fixed","iamb","learning",13,NA,"e","iamb","st-fet",1,"st-fot",1,"st-fot","true",1987,"california","","","true","Female",TRUE,"iamb","e","iamb","stəfet","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"3556",3556,4016,7260,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:14:02 UTC","fixed","iamb","learning",14,NA,"u","iamb","ch-mum",1,"ch-mim",1,"ch-mim","true",1987,"california","","","true","Female",TRUE,"iamb","u","iamb","chəmum","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"3557",3557,4017,7261,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:14:13 UTC","fixed","iamb","learning",15,NA,"a","iamb","dr-nap",1,"dr-napni",1,"dr-napni","true",1987,"california","","","true","Female",TRUE,"iamb","a","iamb","drənap","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"3558",3558,4018,7262,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:14:23 UTC","fixed","iamb","learning",16,NA,"e","iamb","n-dep",1,"n-dop",1,"n-dop","true",1987,"california","","","true","Female",TRUE,"iamb","e","iamb","nədep","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"3559",3559,4019,7263,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:14:39 UTC","fixed","iamb","testing",17,NA,"a","trochee","stam-ch",1,"stam-chni",0,"stam-chi","false",1987,"california","","","true","Female",TRUE,"trochee","a","iamb","staməch","","a",FALSE,"","",FALSE,FALSE
"3560",3560,4020,7264,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:14:53 UTC","fixed","iamb","testing",18,NA,"a","trochee","mand-k",1,"mand-kni",0,"mand-ki","false",1987,"california","","","true","Female",TRUE,"trochee","a","iamb","mandək","","a",FALSE,"","",FALSE,FALSE
"3561",3561,4021,7265,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:15:03 UTC","fixed","iamb","testing",19,NA,"e","trochee","zedr-m",1,"zodr-m",0,"zedr-mi","false",1987,"california","","","true","Female",TRUE,"trochee","e","iamb","zedrəm","","e",FALSE,"","",FALSE,FALSE
"3562",3562,4022,7266,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:15:14 UTC","fixed","iamb","testing",20,NA,"a","iamb","pr-nash",1,"pr-nashni",0,"pr-nashi","false",1987,"california","","","true","Female",TRUE,"iamb","a","iamb","prənash","","a",FALSE,"","",FALSE,FALSE
"3563",3563,4023,7267,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:15:26 UTC","fixed","iamb","testing",21,NA,"e","iamb","p-snem",1,"p-snom",0,"p-snim","false",1987,"california","","","true","Female",TRUE,"iamb","e","iamb","pəsnem","i","ei",FALSE,"-i","iamb",TRUE,FALSE
"3564",3564,4024,7268,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:15:41 UTC","fixed","iamb","testing",22,NA,"a","trochee","parn-k",1,"parn-kni",0,"parn-nay","false",1987,"california","","","true","Female",TRUE,"trochee","a","iamb","parnək","","a",FALSE,"","",FALSE,FALSE
"3565",3565,4025,7269,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:15:54 UTC","fixed","iamb","testing",23,NA,"u","trochee","gun-k",1,"gin-k",0,"gun-i","false",1987,"california","","","true","Female",TRUE,"trochee","u","iamb","gunək","","u",FALSE,"","",FALSE,FALSE
"3566",3566,4026,7270,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:16:04 UTC","fixed","iamb","testing",24,NA,"u","trochee","lup-t",1,"lip-t",0,"lup-to","false",1987,"california","","","true","Female",TRUE,"trochee","u","iamb","lupət","","u",FALSE,"","",FALSE,FALSE
"3567",3567,4027,7271,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:16:13 UTC","fixed","iamb","testing",25,NA,"e","trochee","kref-m",1,"krof-m",0,"kref-mi","false",1987,"california","","","true","Female",TRUE,"trochee","e","iamb","krefəm","","e",FALSE,"","",FALSE,FALSE
"3568",3568,4028,7272,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:16:25 UTC","fixed","iamb","testing",26,NA,"e","iamb","sm-ref",1,"sm-rof",0,"sm-rof","false",1987,"california","","","true","Female",TRUE,"iamb","e","iamb","sməref","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"3569",3569,4029,7273,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:16:34 UTC","fixed","iamb","testing",27,NA,"e","trochee","fren-p",1,"fron-p",0,"fren-pi","false",1987,"california","","","true","Female",TRUE,"trochee","e","iamb","frenəp","","e",FALSE,"","",FALSE,FALSE
"3570",3570,4030,7274,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:16:42 UTC","fixed","iamb","testing",28,NA,"e","iamb","sk-net",1,"sk-not",0,"sk-not","false",1987,"california","","","true","Female",TRUE,"iamb","e","iamb","skənet","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"3571",3571,4031,7275,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:16:55 UTC","fixed","iamb","testing",29,NA,"u","trochee","shund-f",1,"shind-f",0,"shund-fi","false",1987,"california","","","true","Female",TRUE,"trochee","u","iamb","shundəf","","u",FALSE,"","",FALSE,FALSE
"3572",3572,4032,7276,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:17:03 UTC","fixed","iamb","testing",30,NA,"u","iamb","shr-tuk",1,"shr-tik",0,"shr-tok","false",1987,"california","","","true","Female",TRUE,"iamb","u","iamb","shrətuk","o","uo",FALSE,"-o","iamb",TRUE,FALSE
"3573",3573,4033,7277,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:17:12 UTC","fixed","iamb","testing",31,NA,"a","iamb","bl-zap",1,"bl-zapni",0,"bl-zip","false",1987,"california","","","true","Female",TRUE,"iamb","a","iamb","bləzap","i","ai",FALSE,"-i","iamb",TRUE,FALSE
"3574",3574,4034,7278,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:17:33 UTC","fixed","iamb","testing",32,NA,"u","iamb","s-fup",1,"s-fip",0,"ces-fop","true",1987,"california","","","true","Female",TRUE,"iamb","u","iamb","səfup","","u",FALSE,"","",FALSE,FALSE
"3575",3575,4035,7279,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:17:42 UTC","fixed","iamb","testing",33,NA,"a","iamb","m-raf",1,"m-rafni",0,"m-rif","true",1987,"california","","","true","Female",TRUE,"iamb","a","iamb","məraf","i","ai",FALSE,"-i","iamb",TRUE,FALSE
"3576",3576,4036,7280,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:17:53 UTC","fixed","iamb","testing",34,NA,"u","trochee","zum-p",1,"zim-p",0,"zum-pi","true",1987,"california","","","true","Female",TRUE,"trochee","u","iamb","zuməp","","u",FALSE,"","",FALSE,FALSE
"3577",3577,4037,7281,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:18:00 UTC","fixed","iamb","testing",35,NA,"e","iamb","st-fet",1,"st-fot",0,"st-fot","true",1987,"california","","","true","Female",TRUE,"iamb","e","iamb","stəfet","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"3578",3578,4038,7282,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:18:08 UTC","fixed","iamb","testing",36,NA,"u","iamb","dr-tup",1,"dr-tip",0,"dr-top","true",1987,"california","","","true","Female",TRUE,"iamb","u","iamb","drətup","o","uo",FALSE,"-o","iamb",TRUE,FALSE
"3579",3579,4039,7283,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:18:19 UTC","fixed","iamb","testing",37,NA,"e","trochee","sheb-f",2,"shob-f",0,"cheb-fi","true",1987,"california","","","true","Female",TRUE,"trochee","e","iamb","shebəf","","e",FALSE,"","",FALSE,FALSE
"3580",3580,4040,7284,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:18:29 UTC","fixed","iamb","testing",38,NA,"u","iamb","k-nul",1,"k-nil",0,"k-ni","true",1987,"california","","","true","Female",TRUE,"iamb","u","iamb","kənul","","u",FALSE,"","",FALSE,FALSE
"3581",3581,4041,7285,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:18:42 UTC","fixed","iamb","testing",39,NA,"a","iamb","st-sham",1,"st-shamni",0,"st-chim","true",1987,"california","","","true","Female",TRUE,"iamb","a","iamb","stəsham","i","ai",FALSE,"-i","iamb",TRUE,FALSE
"3582",3582,4042,7286,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:18:55 UTC","fixed","iamb","testing",40,NA,"a","trochee","rask-sh",1,"rask-shni",0,"rashkis-shi","true",1987,"california","","","true","Female",TRUE,"trochee","a","iamb","raskəsh","","a",FALSE,"","",FALSE,FALSE
"3583",3583,4043,7287,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:19:01 UTC","fixed","iamb","testing",41,NA,"e","trochee","kef-t",1,"kof-t",0,"k-fot","true",1987,"california","","","true","Female",TRUE,"trochee","e","iamb","kefət","o","eo",TRUE,"-o","iamb",FALSE,FALSE
"3584",3584,4044,7288,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:19:09 UTC","fixed","iamb","testing",42,NA,"e","iamb","n-dep",1,"n-dop",0,"n-dop","true",1987,"california","","","true","Female",TRUE,"iamb","e","iamb","nədep","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"3585",3585,4045,7289,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:19:22 UTC","fixed","iamb","testing",43,NA,"u","trochee","must-p",1,"mist-p",0,"musti-pi","true",1987,"california","","","true","Female",TRUE,"trochee","u","iamb","mustəp","","u",FALSE,"","",FALSE,FALSE
"3586",3586,4046,7290,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:19:38 UTC","fixed","iamb","testing",44,NA,"a","iamb","f-dral",2,"f-dralni",0,"fed-roli","true",1987,"california","","","true","Female",TRUE,"iamb","a","iamb","fədral","","a",FALSE,"","",FALSE,FALSE
"3587",3587,4047,7291,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:19:46 UTC","fixed","iamb","testing",45,NA,"a","trochee","taz-p",1,"taz-pni",0,"to-zop","true",1987,"california","","","true","Female",TRUE,"trochee","a","iamb","tazəp","","a",FALSE,"","",FALSE,FALSE
"3588",3588,4048,7292,"larvadae",824,"IQF823","2011-03-30 11:11:11 UTC","2011-03-30 11:19:54 UTC","fixed","iamb","testing",46,NA,"u","iamb","ch-mum",1,"ch-mim",0,"chemum-m","true",1987,"california","","","true","Female",TRUE,"iamb","u","iamb","chəmum","","u",FALSE,"","",FALSE,FALSE
"3589",3589,4049,7339,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:21:43 UTC","fixed","iamb","learning",1,NA,"e","iamb","k-shel",1,"k-shol",1,"","false",1971,"Southeast","","None","true","Male",FALSE,"iamb","e","iamb","kəshel","","e",FALSE,"","",FALSE,FALSE
"3590",3590,4050,7340,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:21:50 UTC","fixed","iamb","learning",2,NA,"a","iamb","s-sach",1,"s-sachni",1,"","false",1971,"Southeast","","None","true","Male",FALSE,"iamb","a","iamb","səsach","","a",FALSE,"","",FALSE,FALSE
"3591",3591,4051,7341,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:21:56 UTC","fixed","iamb","learning",3,NA,"u","iamb","fr-kuf",1,"fr-kif",1,"","false",1971,"Southeast","","None","true","Male",FALSE,"iamb","u","iamb","frəkuf","","u",FALSE,"","",FALSE,FALSE
"3592",3592,4052,7342,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:22:02 UTC","fixed","iamb","learning",4,NA,"e","iamb","tr-mel",1,"tr-mol",1,"","false",1971,"Southeast","","None","true","Male",FALSE,"iamb","e","iamb","trəmel","","e",FALSE,"","",FALSE,FALSE
"3593",3593,4053,7343,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:22:08 UTC","fixed","iamb","learning",5,NA,"a","trochee","fas-m",1,"fas-mni",1,"","false",1971,"Southeast","","None","true","Male",FALSE,"trochee","a","iamb","fasəm","","a",FALSE,"","",FALSE,FALSE
"3594",3594,4054,7344,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:22:12 UTC","fixed","iamb","learning",6,NA,"u","iamb","b-chuk",1,"b-chik",1,"","false",1971,"Southeast","","None","true","Male",FALSE,"iamb","u","iamb","bəchuk","","u",FALSE,"","",FALSE,FALSE
"3595",3595,4055,7345,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:22:16 UTC","fixed","iamb","learning",7,NA,"u","iamb","kl-put",1,"kl-pit",1,"","false",1971,"Southeast","","None","true","Male",FALSE,"iamb","u","iamb","kləput","","u",FALSE,"","",FALSE,FALSE
"3596",3596,4056,7346,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:22:21 UTC","fixed","iamb","learning",8,NA,"u","iamb","shr-tuk",1,"shr-tik",1,"","false",1971,"Southeast","","None","true","Male",FALSE,"iamb","u","iamb","shrətuk","","u",FALSE,"","",FALSE,FALSE
"3597",3597,4057,7347,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:22:42 UTC","fixed","iamb","learning",9,NA,"e","iamb","k-zem",1,"k-zom",1,"k-zum","true",1971,"Southeast","","None","true","Male",TRUE,"iamb","e","iamb","kəzem","u","eu",FALSE,"-u","iamb",TRUE,FALSE
"3598",3598,4058,7348,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:23:01 UTC","fixed","iamb","learning",10,NA,"a","iamb","t-kash",1,"t-kashni",1,"t-kashni","true",1971,"Southeast","","None","true","Male",TRUE,"iamb","a","iamb","təkash","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"3599",3599,4059,7349,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:23:15 UTC","fixed","iamb","learning",11,NA,"a","trochee","gast-sh",1,"gast-shni",1,"gast-shni","true",1971,"Southeast","","None","true","Male",TRUE,"trochee","a","iamb","gastəsh","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"3600",3600,4060,7350,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:23:28 UTC","fixed","iamb","learning",12,NA,"a","iamb","ch-pak",1,"ch-pakni",1,"ch-pakni","true",1971,"Southeast","","None","true","Male",TRUE,"iamb","a","iamb","chəpak","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"3601",3601,4061,7351,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:23:47 UTC","fixed","iamb","learning",13,NA,"a","trochee","taz-p",1,"taz-pni",2,"taz-pni","true",1971,"Southeast","","None","true","Male",TRUE,"trochee","a","iamb","tazəp","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"3602",3602,4062,7352,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:24:00 UTC","fixed","iamb","learning",14,NA,"e","iamb","m-pek",1,"m-pok",1,"m-pok","true",1971,"Southeast","","None","true","Male",TRUE,"iamb","e","iamb","məpek","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"3603",3603,4063,7353,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:24:15 UTC","fixed","iamb","learning",15,NA,"e","iamb","sk-net",1,"sk-not",1,"sk-not","true",1971,"Southeast","","None","true","Male",TRUE,"iamb","e","iamb","skənet","o","eo",TRUE,"-o","iamb",TRUE,TRUE
"3604",3604,4064,7354,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:24:26 UTC","fixed","iamb","learning",16,NA,"u","iamb","k-nul",1,"k-nil",1,"k-nil","true",1971,"Southeast","","None","true","Male",TRUE,"iamb","u","iamb","kənul","i","ui",TRUE,"-i","iamb",TRUE,TRUE
"3605",3605,4065,7355,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:24:48 UTC","fixed","iamb","testing",17,NA,"e","trochee","kref-m",1,"krof-m",0,"kref-mni","false",1971,"Southeast","","None","true","Male",TRUE,"trochee","e","iamb","krefəm","e","ee",FALSE,"e-","trochee",TRUE,FALSE
"3606",3606,4066,7356,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:24:58 UTC","fixed","iamb","testing",18,NA,"a","trochee","fas-m",1,"fas-mni",0,"fas-mni","false",1971,"Southeast","","None","true","Male",TRUE,"trochee","a","iamb","fasəm","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"3607",3607,4067,7357,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:25:10 UTC","fixed","iamb","testing",19,NA,"a","trochee","zard-l",1,"zard-lni",0,"zard-lni","false",1971,"Southeast","","None","true","Male",TRUE,"trochee","a","iamb","zardəl","a","aa",FALSE,"a-","trochee",TRUE,FALSE
"3608",3608,4068,7358,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:25:18 UTC","fixed","iamb","testing",20,NA,"a","iamb","t-kash",1,"t-kashni",0,"t-kashni","false",1971,"Southeast","","None","true","Male",TRUE,"iamb","a","iamb","təkash","a","aa",FALSE,"-a","iamb",TRUE,FALSE
"3609",3609,4069,7359,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:25:27 UTC","fixed","iamb","testing",21,NA,"u","trochee","sum-l",1,"sim-l",0,"sum-lni","false",1971,"Southeast","","None","true","Male",TRUE,"trochee","u","iamb","suməl","u","uu",FALSE,"u-","trochee",TRUE,FALSE
"3610",3610,4070,7360,"larvade",827,"CAD826","2011-03-30 13:20:46 UTC","2011-03-30 13:25:35 UTC","fixed","iamb","testing",22,NA,"e","trochee","fren-p",1,"fron-p",0,"fren-pni","false",1971,"Southeast","","None","true","Male",TRUE,"trochee","e","iamb","frenəp","e","ee",FALSE,"e-","trochee",TRUE,FALSE
